2024-04-05 16:33:46,379 | WARNING | GitHub exception with repo lzwme/chatgpt-sites, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/lzwme/chatgpt-sites.git', '/Volumes/T7/data/repos/TypeScript/lzwme@chatgpt-sites'], 128, b"Cloning into '/Volumes/T7/data/repos/TypeScript/lzwme@chatgpt-sites'...\nfatal: could not read Username for 'https://github.com': Device not configured\n")
2024-04-06 02:00:31,660 | WARNING | GitHub exception with repo quadjr/aframe-gaussian-splatting, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/quadjr/aframe-gaussian-splatting.git', '/Volumes/T7/data/repos/JavaScript/quadjr@aframe-gaussian-splatting'], 128, b"Cloning into '/Volumes/T7/data/repos/JavaScript/quadjr@aframe-gaussian-splatting'...\nPOST git-upload-pack (177 bytes)\nerror: RPC failed; curl 92 HTTP/2 stream 3 was not closed cleanly: CANCEL (err 8)\nfatal: the remote end hung up unexpectedly\nfatal: early EOF\nfatal: index-pack failed\n")
2024-04-06 02:00:31,660 | WARNING | GitHub exception with repo quadjr/aframe-gaussian-splatting, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/quadjr/aframe-gaussian-splatting.git', '/Volumes/T7/data/repos/JavaScript/quadjr@aframe-gaussian-splatting'], 128, b"Cloning into '/Volumes/T7/data/repos/JavaScript/quadjr@aframe-gaussian-splatting'...\nPOST git-upload-pack (177 bytes)\nerror: RPC failed; curl 92 HTTP/2 stream 3 was not closed cleanly: CANCEL (err 8)\nfatal: the remote end hung up unexpectedly\nfatal: early EOF\nfatal: index-pack failed\n")
2024-04-06 02:00:31,660 | WARNING | GitHub exception with repo quadjr/aframe-gaussian-splatting, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/quadjr/aframe-gaussian-splatting.git', '/Volumes/T7/data/repos/JavaScript/quadjr@aframe-gaussian-splatting'], 128, b"Cloning into '/Volumes/T7/data/repos/JavaScript/quadjr@aframe-gaussian-splatting'...\nPOST git-upload-pack (177 bytes)\nerror: RPC failed; curl 92 HTTP/2 stream 3 was not closed cleanly: CANCEL (err 8)\nfatal: the remote end hung up unexpectedly\nfatal: early EOF\nfatal: index-pack failed\n")
2024-04-06 02:00:31,660 | WARNING | GitHub exception with repo quadjr/aframe-gaussian-splatting, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/quadjr/aframe-gaussian-splatting.git', '/Volumes/T7/data/repos/JavaScript/quadjr@aframe-gaussian-splatting'], 128, b"Cloning into '/Volumes/T7/data/repos/JavaScript/quadjr@aframe-gaussian-splatting'...\nPOST git-upload-pack (177 bytes)\nerror: RPC failed; curl 92 HTTP/2 stream 3 was not closed cleanly: CANCEL (err 8)\nfatal: the remote end hung up unexpectedly\nfatal: early EOF\nfatal: index-pack failed\n")
2024-04-06 02:00:31,660 | WARNING | GitHub exception with repo quadjr/aframe-gaussian-splatting, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/quadjr/aframe-gaussian-splatting.git', '/Volumes/T7/data/repos/JavaScript/quadjr@aframe-gaussian-splatting'], 128, b"Cloning into '/Volumes/T7/data/repos/JavaScript/quadjr@aframe-gaussian-splatting'...\nPOST git-upload-pack (177 bytes)\nerror: RPC failed; curl 92 HTTP/2 stream 3 was not closed cleanly: CANCEL (err 8)\nfatal: the remote end hung up unexpectedly\nfatal: early EOF\nfatal: index-pack failed\n")
2024-04-06 02:11:59,287 | WARNING | GitHub exception with repo ssitvit/code-canvas, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/ssitvit/code-canvas.git', '/Volumes/T7/data/repos/JavaScript/ssitvit@code-canvas'], 128, b"Cloning into '/Volumes/T7/data/repos/JavaScript/ssitvit@code-canvas'...\nPOST git-upload-pack (277 bytes)\nerror: RPC failed; curl 56 Recv failure: Connection reset by peer\nfatal: the remote end hung up unexpectedly\nfatal: early EOF\nfatal: index-pack failed\n")
2024-04-06 02:11:59,287 | WARNING | GitHub exception with repo ssitvit/code-canvas, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/ssitvit/code-canvas.git', '/Volumes/T7/data/repos/JavaScript/ssitvit@code-canvas'], 128, b"Cloning into '/Volumes/T7/data/repos/JavaScript/ssitvit@code-canvas'...\nPOST git-upload-pack (277 bytes)\nerror: RPC failed; curl 56 Recv failure: Connection reset by peer\nfatal: the remote end hung up unexpectedly\nfatal: early EOF\nfatal: index-pack failed\n")
2024-04-06 02:11:59,287 | WARNING | GitHub exception with repo ssitvit/code-canvas, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/ssitvit/code-canvas.git', '/Volumes/T7/data/repos/JavaScript/ssitvit@code-canvas'], 128, b"Cloning into '/Volumes/T7/data/repos/JavaScript/ssitvit@code-canvas'...\nPOST git-upload-pack (277 bytes)\nerror: RPC failed; curl 56 Recv failure: Connection reset by peer\nfatal: the remote end hung up unexpectedly\nfatal: early EOF\nfatal: index-pack failed\n")
2024-04-06 02:11:59,287 | WARNING | GitHub exception with repo ssitvit/code-canvas, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/ssitvit/code-canvas.git', '/Volumes/T7/data/repos/JavaScript/ssitvit@code-canvas'], 128, b"Cloning into '/Volumes/T7/data/repos/JavaScript/ssitvit@code-canvas'...\nPOST git-upload-pack (277 bytes)\nerror: RPC failed; curl 56 Recv failure: Connection reset by peer\nfatal: the remote end hung up unexpectedly\nfatal: early EOF\nfatal: index-pack failed\n")
2024-04-06 02:11:59,287 | WARNING | GitHub exception with repo ssitvit/code-canvas, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/ssitvit/code-canvas.git', '/Volumes/T7/data/repos/JavaScript/ssitvit@code-canvas'], 128, b"Cloning into '/Volumes/T7/data/repos/JavaScript/ssitvit@code-canvas'...\nPOST git-upload-pack (277 bytes)\nerror: RPC failed; curl 56 Recv failure: Connection reset by peer\nfatal: the remote end hung up unexpectedly\nfatal: early EOF\nfatal: index-pack failed\n")
2024-04-06 02:11:59,287 | WARNING | GitHub exception with repo ssitvit/code-canvas, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/ssitvit/code-canvas.git', '/Volumes/T7/data/repos/JavaScript/ssitvit@code-canvas'], 128, b"Cloning into '/Volumes/T7/data/repos/JavaScript/ssitvit@code-canvas'...\nPOST git-upload-pack (277 bytes)\nerror: RPC failed; curl 56 Recv failure: Connection reset by peer\nfatal: the remote end hung up unexpectedly\nfatal: early EOF\nfatal: index-pack failed\n")
2024-04-06 02:11:59,287 | WARNING | GitHub exception with repo ssitvit/code-canvas, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/ssitvit/code-canvas.git', '/Volumes/T7/data/repos/JavaScript/ssitvit@code-canvas'], 128, b"Cloning into '/Volumes/T7/data/repos/JavaScript/ssitvit@code-canvas'...\nPOST git-upload-pack (277 bytes)\nerror: RPC failed; curl 56 Recv failure: Connection reset by peer\nfatal: the remote end hung up unexpectedly\nfatal: early EOF\nfatal: index-pack failed\n")
2024-04-06 02:11:59,287 | WARNING | GitHub exception with repo ssitvit/code-canvas, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/ssitvit/code-canvas.git', '/Volumes/T7/data/repos/JavaScript/ssitvit@code-canvas'], 128, b"Cloning into '/Volumes/T7/data/repos/JavaScript/ssitvit@code-canvas'...\nPOST git-upload-pack (277 bytes)\nerror: RPC failed; curl 56 Recv failure: Connection reset by peer\nfatal: the remote end hung up unexpectedly\nfatal: early EOF\nfatal: index-pack failed\n")
2024-04-06 02:11:59,287 | WARNING | GitHub exception with repo ssitvit/code-canvas, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/ssitvit/code-canvas.git', '/Volumes/T7/data/repos/JavaScript/ssitvit@code-canvas'], 128, b"Cloning into '/Volumes/T7/data/repos/JavaScript/ssitvit@code-canvas'...\nPOST git-upload-pack (277 bytes)\nerror: RPC failed; curl 56 Recv failure: Connection reset by peer\nfatal: the remote end hung up unexpectedly\nfatal: early EOF\nfatal: index-pack failed\n")
2024-04-06 02:15:58,916 | WARNING | GitHub exception with repo enhance-dev/enhance-music, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/enhance-dev/enhance-music.git', '/Volumes/T7/data/repos/JavaScript/enhance-dev@enhance-music'], 128, b"Cloning into '/Volumes/T7/data/repos/JavaScript/enhance-dev@enhance-music'...\nPOST git-upload-pack (877 bytes)\nerror: RPC failed; curl 18 Transferred a partial file\nfatal: the remote end hung up unexpectedly\nfatal: early EOF\nfatal: index-pack failed\n")
2024-04-06 02:15:58,916 | WARNING | GitHub exception with repo enhance-dev/enhance-music, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/enhance-dev/enhance-music.git', '/Volumes/T7/data/repos/JavaScript/enhance-dev@enhance-music'], 128, b"Cloning into '/Volumes/T7/data/repos/JavaScript/enhance-dev@enhance-music'...\nPOST git-upload-pack (877 bytes)\nerror: RPC failed; curl 18 Transferred a partial file\nfatal: the remote end hung up unexpectedly\nfatal: early EOF\nfatal: index-pack failed\n")
2024-04-06 02:15:58,916 | WARNING | GitHub exception with repo enhance-dev/enhance-music, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/enhance-dev/enhance-music.git', '/Volumes/T7/data/repos/JavaScript/enhance-dev@enhance-music'], 128, b"Cloning into '/Volumes/T7/data/repos/JavaScript/enhance-dev@enhance-music'...\nPOST git-upload-pack (877 bytes)\nerror: RPC failed; curl 18 Transferred a partial file\nfatal: the remote end hung up unexpectedly\nfatal: early EOF\nfatal: index-pack failed\n")
2024-04-06 02:15:58,916 | WARNING | GitHub exception with repo enhance-dev/enhance-music, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/enhance-dev/enhance-music.git', '/Volumes/T7/data/repos/JavaScript/enhance-dev@enhance-music'], 128, b"Cloning into '/Volumes/T7/data/repos/JavaScript/enhance-dev@enhance-music'...\nPOST git-upload-pack (877 bytes)\nerror: RPC failed; curl 18 Transferred a partial file\nfatal: the remote end hung up unexpectedly\nfatal: early EOF\nfatal: index-pack failed\n")
2024-04-06 02:15:58,916 | WARNING | GitHub exception with repo enhance-dev/enhance-music, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/enhance-dev/enhance-music.git', '/Volumes/T7/data/repos/JavaScript/enhance-dev@enhance-music'], 128, b"Cloning into '/Volumes/T7/data/repos/JavaScript/enhance-dev@enhance-music'...\nPOST git-upload-pack (877 bytes)\nerror: RPC failed; curl 18 Transferred a partial file\nfatal: the remote end hung up unexpectedly\nfatal: early EOF\nfatal: index-pack failed\n")
2024-04-06 02:15:58,916 | WARNING | GitHub exception with repo enhance-dev/enhance-music, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/enhance-dev/enhance-music.git', '/Volumes/T7/data/repos/JavaScript/enhance-dev@enhance-music'], 128, b"Cloning into '/Volumes/T7/data/repos/JavaScript/enhance-dev@enhance-music'...\nPOST git-upload-pack (877 bytes)\nerror: RPC failed; curl 18 Transferred a partial file\nfatal: the remote end hung up unexpectedly\nfatal: early EOF\nfatal: index-pack failed\n")
2024-04-06 02:15:58,916 | WARNING | GitHub exception with repo enhance-dev/enhance-music, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/enhance-dev/enhance-music.git', '/Volumes/T7/data/repos/JavaScript/enhance-dev@enhance-music'], 128, b"Cloning into '/Volumes/T7/data/repos/JavaScript/enhance-dev@enhance-music'...\nPOST git-upload-pack (877 bytes)\nerror: RPC failed; curl 18 Transferred a partial file\nfatal: the remote end hung up unexpectedly\nfatal: early EOF\nfatal: index-pack failed\n")
2024-04-06 02:15:58,916 | WARNING | GitHub exception with repo enhance-dev/enhance-music, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/enhance-dev/enhance-music.git', '/Volumes/T7/data/repos/JavaScript/enhance-dev@enhance-music'], 128, b"Cloning into '/Volumes/T7/data/repos/JavaScript/enhance-dev@enhance-music'...\nPOST git-upload-pack (877 bytes)\nerror: RPC failed; curl 18 Transferred a partial file\nfatal: the remote end hung up unexpectedly\nfatal: early EOF\nfatal: index-pack failed\n")
2024-04-06 02:15:58,916 | WARNING | GitHub exception with repo enhance-dev/enhance-music, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/enhance-dev/enhance-music.git', '/Volumes/T7/data/repos/JavaScript/enhance-dev@enhance-music'], 128, b"Cloning into '/Volumes/T7/data/repos/JavaScript/enhance-dev@enhance-music'...\nPOST git-upload-pack (877 bytes)\nerror: RPC failed; curl 18 Transferred a partial file\nfatal: the remote end hung up unexpectedly\nfatal: early EOF\nfatal: index-pack failed\n")
2024-04-06 02:17:26,190 | WARNING | GitHub exception with repo uba-gcoen/stichhub, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/uba-gcoen/stichhub.git', '/Volumes/T7/data/repos/JavaScript/uba-gcoen@stichhub'], 128, b"Cloning into '/Volumes/T7/data/repos/JavaScript/uba-gcoen@stichhub'...\nPOST git-upload-pack (777 bytes)\nerror: RPC failed; curl 18 Transferred a partial file\nfatal: the remote end hung up unexpectedly\nfatal: early EOF\nfatal: index-pack failed\n")
2024-04-06 02:17:26,190 | WARNING | GitHub exception with repo uba-gcoen/stichhub, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/uba-gcoen/stichhub.git', '/Volumes/T7/data/repos/JavaScript/uba-gcoen@stichhub'], 128, b"Cloning into '/Volumes/T7/data/repos/JavaScript/uba-gcoen@stichhub'...\nPOST git-upload-pack (777 bytes)\nerror: RPC failed; curl 18 Transferred a partial file\nfatal: the remote end hung up unexpectedly\nfatal: early EOF\nfatal: index-pack failed\n")
2024-04-06 02:17:26,190 | WARNING | GitHub exception with repo uba-gcoen/stichhub, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/uba-gcoen/stichhub.git', '/Volumes/T7/data/repos/JavaScript/uba-gcoen@stichhub'], 128, b"Cloning into '/Volumes/T7/data/repos/JavaScript/uba-gcoen@stichhub'...\nPOST git-upload-pack (777 bytes)\nerror: RPC failed; curl 18 Transferred a partial file\nfatal: the remote end hung up unexpectedly\nfatal: early EOF\nfatal: index-pack failed\n")
2024-04-06 02:17:26,190 | WARNING | GitHub exception with repo uba-gcoen/stichhub, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/uba-gcoen/stichhub.git', '/Volumes/T7/data/repos/JavaScript/uba-gcoen@stichhub'], 128, b"Cloning into '/Volumes/T7/data/repos/JavaScript/uba-gcoen@stichhub'...\nPOST git-upload-pack (777 bytes)\nerror: RPC failed; curl 18 Transferred a partial file\nfatal: the remote end hung up unexpectedly\nfatal: early EOF\nfatal: index-pack failed\n")
2024-04-06 02:17:26,190 | WARNING | GitHub exception with repo uba-gcoen/stichhub, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/uba-gcoen/stichhub.git', '/Volumes/T7/data/repos/JavaScript/uba-gcoen@stichhub'], 128, b"Cloning into '/Volumes/T7/data/repos/JavaScript/uba-gcoen@stichhub'...\nPOST git-upload-pack (777 bytes)\nerror: RPC failed; curl 18 Transferred a partial file\nfatal: the remote end hung up unexpectedly\nfatal: early EOF\nfatal: index-pack failed\n")
2024-04-06 02:17:26,190 | WARNING | GitHub exception with repo uba-gcoen/stichhub, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/uba-gcoen/stichhub.git', '/Volumes/T7/data/repos/JavaScript/uba-gcoen@stichhub'], 128, b"Cloning into '/Volumes/T7/data/repos/JavaScript/uba-gcoen@stichhub'...\nPOST git-upload-pack (777 bytes)\nerror: RPC failed; curl 18 Transferred a partial file\nfatal: the remote end hung up unexpectedly\nfatal: early EOF\nfatal: index-pack failed\n")
2024-04-06 02:17:26,190 | WARNING | GitHub exception with repo uba-gcoen/stichhub, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/uba-gcoen/stichhub.git', '/Volumes/T7/data/repos/JavaScript/uba-gcoen@stichhub'], 128, b"Cloning into '/Volumes/T7/data/repos/JavaScript/uba-gcoen@stichhub'...\nPOST git-upload-pack (777 bytes)\nerror: RPC failed; curl 18 Transferred a partial file\nfatal: the remote end hung up unexpectedly\nfatal: early EOF\nfatal: index-pack failed\n")
2024-04-06 02:17:26,190 | WARNING | GitHub exception with repo uba-gcoen/stichhub, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/uba-gcoen/stichhub.git', '/Volumes/T7/data/repos/JavaScript/uba-gcoen@stichhub'], 128, b"Cloning into '/Volumes/T7/data/repos/JavaScript/uba-gcoen@stichhub'...\nPOST git-upload-pack (777 bytes)\nerror: RPC failed; curl 18 Transferred a partial file\nfatal: the remote end hung up unexpectedly\nfatal: early EOF\nfatal: index-pack failed\n")
2024-04-06 02:17:26,190 | WARNING | GitHub exception with repo uba-gcoen/stichhub, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/uba-gcoen/stichhub.git', '/Volumes/T7/data/repos/JavaScript/uba-gcoen@stichhub'], 128, b"Cloning into '/Volumes/T7/data/repos/JavaScript/uba-gcoen@stichhub'...\nPOST git-upload-pack (777 bytes)\nerror: RPC failed; curl 18 Transferred a partial file\nfatal: the remote end hung up unexpectedly\nfatal: early EOF\nfatal: index-pack failed\n")
2024-04-06 02:25:54,983 | WARNING | GitHub exception with repo mywebshortcuts/mywebshortcuts, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/mywebshortcuts/mywebshortcuts.git', '/Volumes/T7/data/repos/JavaScript/mywebshortcuts@mywebshortcuts'], 128, b"Cloning into '/Volumes/T7/data/repos/JavaScript/mywebshortcuts@mywebshortcuts'...\nPOST git-upload-pack (427 bytes)\nerror: RPC failed; curl 18 Transferred a partial file\nfatal: the remote end hung up unexpectedly\nfatal: early EOF\nfatal: index-pack failed\n")
2024-04-06 02:25:54,983 | WARNING | GitHub exception with repo mywebshortcuts/mywebshortcuts, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/mywebshortcuts/mywebshortcuts.git', '/Volumes/T7/data/repos/JavaScript/mywebshortcuts@mywebshortcuts'], 128, b"Cloning into '/Volumes/T7/data/repos/JavaScript/mywebshortcuts@mywebshortcuts'...\nPOST git-upload-pack (427 bytes)\nerror: RPC failed; curl 18 Transferred a partial file\nfatal: the remote end hung up unexpectedly\nfatal: early EOF\nfatal: index-pack failed\n")
2024-04-06 02:25:54,983 | WARNING | GitHub exception with repo mywebshortcuts/mywebshortcuts, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/mywebshortcuts/mywebshortcuts.git', '/Volumes/T7/data/repos/JavaScript/mywebshortcuts@mywebshortcuts'], 128, b"Cloning into '/Volumes/T7/data/repos/JavaScript/mywebshortcuts@mywebshortcuts'...\nPOST git-upload-pack (427 bytes)\nerror: RPC failed; curl 18 Transferred a partial file\nfatal: the remote end hung up unexpectedly\nfatal: early EOF\nfatal: index-pack failed\n")
2024-04-06 02:25:54,983 | WARNING | GitHub exception with repo mywebshortcuts/mywebshortcuts, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/mywebshortcuts/mywebshortcuts.git', '/Volumes/T7/data/repos/JavaScript/mywebshortcuts@mywebshortcuts'], 128, b"Cloning into '/Volumes/T7/data/repos/JavaScript/mywebshortcuts@mywebshortcuts'...\nPOST git-upload-pack (427 bytes)\nerror: RPC failed; curl 18 Transferred a partial file\nfatal: the remote end hung up unexpectedly\nfatal: early EOF\nfatal: index-pack failed\n")
2024-04-06 02:25:54,983 | WARNING | GitHub exception with repo mywebshortcuts/mywebshortcuts, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/mywebshortcuts/mywebshortcuts.git', '/Volumes/T7/data/repos/JavaScript/mywebshortcuts@mywebshortcuts'], 128, b"Cloning into '/Volumes/T7/data/repos/JavaScript/mywebshortcuts@mywebshortcuts'...\nPOST git-upload-pack (427 bytes)\nerror: RPC failed; curl 18 Transferred a partial file\nfatal: the remote end hung up unexpectedly\nfatal: early EOF\nfatal: index-pack failed\n")
2024-04-06 02:25:54,983 | WARNING | GitHub exception with repo mywebshortcuts/mywebshortcuts, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/mywebshortcuts/mywebshortcuts.git', '/Volumes/T7/data/repos/JavaScript/mywebshortcuts@mywebshortcuts'], 128, b"Cloning into '/Volumes/T7/data/repos/JavaScript/mywebshortcuts@mywebshortcuts'...\nPOST git-upload-pack (427 bytes)\nerror: RPC failed; curl 18 Transferred a partial file\nfatal: the remote end hung up unexpectedly\nfatal: early EOF\nfatal: index-pack failed\n")
2024-04-06 02:25:54,983 | WARNING | GitHub exception with repo mywebshortcuts/mywebshortcuts, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/mywebshortcuts/mywebshortcuts.git', '/Volumes/T7/data/repos/JavaScript/mywebshortcuts@mywebshortcuts'], 128, b"Cloning into '/Volumes/T7/data/repos/JavaScript/mywebshortcuts@mywebshortcuts'...\nPOST git-upload-pack (427 bytes)\nerror: RPC failed; curl 18 Transferred a partial file\nfatal: the remote end hung up unexpectedly\nfatal: early EOF\nfatal: index-pack failed\n")
2024-04-06 02:25:54,983 | WARNING | GitHub exception with repo mywebshortcuts/mywebshortcuts, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/mywebshortcuts/mywebshortcuts.git', '/Volumes/T7/data/repos/JavaScript/mywebshortcuts@mywebshortcuts'], 128, b"Cloning into '/Volumes/T7/data/repos/JavaScript/mywebshortcuts@mywebshortcuts'...\nPOST git-upload-pack (427 bytes)\nerror: RPC failed; curl 18 Transferred a partial file\nfatal: the remote end hung up unexpectedly\nfatal: early EOF\nfatal: index-pack failed\n")
2024-04-06 02:25:54,983 | WARNING | GitHub exception with repo mywebshortcuts/mywebshortcuts, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/mywebshortcuts/mywebshortcuts.git', '/Volumes/T7/data/repos/JavaScript/mywebshortcuts@mywebshortcuts'], 128, b"Cloning into '/Volumes/T7/data/repos/JavaScript/mywebshortcuts@mywebshortcuts'...\nPOST git-upload-pack (427 bytes)\nerror: RPC failed; curl 18 Transferred a partial file\nfatal: the remote end hung up unexpectedly\nfatal: early EOF\nfatal: index-pack failed\n")
2024-04-06 02:25:55,538 | WARNING | GitHub exception with repo mopfasrfga/officehack, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/mopfasrfga/officehack.git', '/Volumes/T7/data/repos/JavaScript/mopfasrfga@officehack'], 128, b"Cloning into '/Volumes/T7/data/repos/JavaScript/mopfasrfga@officehack'...\nfatal: could not read Username for 'https://github.com': Device not configured\n")
2024-04-06 02:25:55,538 | WARNING | GitHub exception with repo mopfasrfga/officehack, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/mopfasrfga/officehack.git', '/Volumes/T7/data/repos/JavaScript/mopfasrfga@officehack'], 128, b"Cloning into '/Volumes/T7/data/repos/JavaScript/mopfasrfga@officehack'...\nfatal: could not read Username for 'https://github.com': Device not configured\n")
2024-04-06 02:25:55,538 | WARNING | GitHub exception with repo mopfasrfga/officehack, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/mopfasrfga/officehack.git', '/Volumes/T7/data/repos/JavaScript/mopfasrfga@officehack'], 128, b"Cloning into '/Volumes/T7/data/repos/JavaScript/mopfasrfga@officehack'...\nfatal: could not read Username for 'https://github.com': Device not configured\n")
2024-04-06 02:25:55,538 | WARNING | GitHub exception with repo mopfasrfga/officehack, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/mopfasrfga/officehack.git', '/Volumes/T7/data/repos/JavaScript/mopfasrfga@officehack'], 128, b"Cloning into '/Volumes/T7/data/repos/JavaScript/mopfasrfga@officehack'...\nfatal: could not read Username for 'https://github.com': Device not configured\n")
2024-04-06 02:25:55,538 | WARNING | GitHub exception with repo mopfasrfga/officehack, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/mopfasrfga/officehack.git', '/Volumes/T7/data/repos/JavaScript/mopfasrfga@officehack'], 128, b"Cloning into '/Volumes/T7/data/repos/JavaScript/mopfasrfga@officehack'...\nfatal: could not read Username for 'https://github.com': Device not configured\n")
2024-04-06 02:25:55,538 | WARNING | GitHub exception with repo mopfasrfga/officehack, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/mopfasrfga/officehack.git', '/Volumes/T7/data/repos/JavaScript/mopfasrfga@officehack'], 128, b"Cloning into '/Volumes/T7/data/repos/JavaScript/mopfasrfga@officehack'...\nfatal: could not read Username for 'https://github.com': Device not configured\n")
2024-04-06 02:25:55,538 | WARNING | GitHub exception with repo mopfasrfga/officehack, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/mopfasrfga/officehack.git', '/Volumes/T7/data/repos/JavaScript/mopfasrfga@officehack'], 128, b"Cloning into '/Volumes/T7/data/repos/JavaScript/mopfasrfga@officehack'...\nfatal: could not read Username for 'https://github.com': Device not configured\n")
2024-04-06 02:25:55,538 | WARNING | GitHub exception with repo mopfasrfga/officehack, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/mopfasrfga/officehack.git', '/Volumes/T7/data/repos/JavaScript/mopfasrfga@officehack'], 128, b"Cloning into '/Volumes/T7/data/repos/JavaScript/mopfasrfga@officehack'...\nfatal: could not read Username for 'https://github.com': Device not configured\n")
2024-04-06 02:25:55,538 | WARNING | GitHub exception with repo mopfasrfga/officehack, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/mopfasrfga/officehack.git', '/Volumes/T7/data/repos/JavaScript/mopfasrfga@officehack'], 128, b"Cloning into '/Volumes/T7/data/repos/JavaScript/mopfasrfga@officehack'...\nfatal: could not read Username for 'https://github.com': Device not configured\n")
2024-04-06 02:34:37,995 | WARNING | GitHub exception with repo oslabs-beta/netpulse, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/oslabs-beta/netpulse.git', '/Volumes/T7/data/repos/JavaScript/oslabs-beta@netpulse'], 128, b"Cloning into '/Volumes/T7/data/repos/JavaScript/oslabs-beta@netpulse'...\nPOST git-upload-pack (577 bytes)\nerror: RPC failed; curl 92 HTTP/2 stream 3 was not closed cleanly: CANCEL (err 8)\nfatal: the remote end hung up unexpectedly\nfatal: early EOF\nfatal: index-pack failed\n")
2024-04-06 02:34:37,995 | WARNING | GitHub exception with repo oslabs-beta/netpulse, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/oslabs-beta/netpulse.git', '/Volumes/T7/data/repos/JavaScript/oslabs-beta@netpulse'], 128, b"Cloning into '/Volumes/T7/data/repos/JavaScript/oslabs-beta@netpulse'...\nPOST git-upload-pack (577 bytes)\nerror: RPC failed; curl 92 HTTP/2 stream 3 was not closed cleanly: CANCEL (err 8)\nfatal: the remote end hung up unexpectedly\nfatal: early EOF\nfatal: index-pack failed\n")
2024-04-06 02:34:37,995 | WARNING | GitHub exception with repo oslabs-beta/netpulse, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/oslabs-beta/netpulse.git', '/Volumes/T7/data/repos/JavaScript/oslabs-beta@netpulse'], 128, b"Cloning into '/Volumes/T7/data/repos/JavaScript/oslabs-beta@netpulse'...\nPOST git-upload-pack (577 bytes)\nerror: RPC failed; curl 92 HTTP/2 stream 3 was not closed cleanly: CANCEL (err 8)\nfatal: the remote end hung up unexpectedly\nfatal: early EOF\nfatal: index-pack failed\n")
2024-04-06 02:34:37,995 | WARNING | GitHub exception with repo oslabs-beta/netpulse, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/oslabs-beta/netpulse.git', '/Volumes/T7/data/repos/JavaScript/oslabs-beta@netpulse'], 128, b"Cloning into '/Volumes/T7/data/repos/JavaScript/oslabs-beta@netpulse'...\nPOST git-upload-pack (577 bytes)\nerror: RPC failed; curl 92 HTTP/2 stream 3 was not closed cleanly: CANCEL (err 8)\nfatal: the remote end hung up unexpectedly\nfatal: early EOF\nfatal: index-pack failed\n")
